"cgPlaId","Year","headCt","startDateEarly","endDateEarly","startDateLate","endDateLate","note"
4254,2010,"1",2010-7-6 0:00:00,2010-7-16 0:00:00,2010-7-6 0:00:00,2010-7-16 0:00:00,
4416,2010,"2",2010-7-4 0:00:00,2010-7-29 0:00:00,2010-7-4 0:00:00,2010-7-29 0:00:00,"Yel tt present; I added wht"
7751,2010,"1",2010-7-3 0:00:00,2010-7-16 0:00:00,2010-7-3 0:00:00,2010-7-16 0:00:00,"row updated from 44 to 40 gkk 8jul10"
8339,2010,"2",2010-7-24 0:00:00,2010-8-4 0:00:00,2010-7-24 0:00:00,2010-8-4 0:00:00," tt updated from yel to bac&wht gkk 8jul2010"
7744,2010,"1",2010-7-6 0:00:00,2010-7-19 0:00:00,2010-7-6 0:00:00,2010-7-19 0:00:00,"New tt"
10081,2010,"1",2010-7-4 0:00:00,2010-7-16 0:00:00,2010-7-4 0:00:00,2010-7-16 0:00:00,"Add tt"
8436,2010,"1",2010-7-6 0:00:00,2010-7-19 0:00:00,2010-7-6 0:00:00,2010-7-19 0:00:00,"Found 7/6/2010 w/out tt gkk"
3022,2010,"1",2010-7-10 0:00:00,2010-7-24 0:00:00,2010-7-10 0:00:00,2010-7-24 0:00:00,
635,2010,"1",2010-7-15 0:00:00,2010-7-25 0:00:00,2010-7-15 0:00:00,2010-7-25 0:00:00,"Already had tt but was not on list"
4477,2010,"1",2010-7-21 0:00:00,2010-8-1 0:00:00,2010-7-21 0:00:00,2010-8-1 0:00:00,
8489,2010,"1",2010-7-19 0:00:00,2010-8-1 0:00:00,2010-7-19 0:00:00,2010-8-1 0:00:00,
7339,2010,"1",2010-7-9 0:00:00,2010-7-21 0:00:00,2010-7-9 0:00:00,2010-7-21 0:00:00,"No record; tt was there;1st day estimated based on 13jul2010 Note"
8639,2010,"1",2010-7-8 0:00:00,2010-7-22 0:00:00,2010-7-8 0:00:00,2010-7-22 0:00:00,"Already tted;no record"
4593,2010,"1",2010-7-10 0:00:00,2010-7-25 0:00:00,2010-7-10 0:00:00,2010-7-25 0:00:00,
8728,2010,"1",2010-7-10 0:00:00,2010-7-22 0:00:00,2010-7-10 0:00:00,2010-7-22 0:00:00,
3602,2010,"1",2010-7-12 0:00:00,2010-7-27 0:00:00,2010-7-12 0:00:00,2010-7-27 0:00:00,"New tt; blu"
8818,2010,"1",2010-7-10 0:00:00,2010-7-21 0:00:00,2010-7-10 0:00:00,2010-7-21 0:00:00,
5621,2010,"1",2010-7-13 0:00:00,2010-8-1 0:00:00,2010-7-13 0:00:00,2010-8-1 0:00:00,
7320,2010,"1",2010-7-18 0:00:00,2010-7-28 0:00:00,2010-7-18 0:00:00,2010-7-28 0:00:00,
3570,2010,"1",2010-7-12 0:00:00,2010-7-24 0:00:00,2010-7-12 0:00:00,2010-7-24 0:00:00,
3112,2010,"1",2010-7-24 0:00:00,2010-8-4 0:00:00,2010-7-24 0:00:00,2010-8-4 0:00:00,"found during measuring on 7/14/2010-not flowering yet"
5543,2010,"1",2010-7-14 0:00:00,2010-7-28 0:00:00,2010-7-14 0:00:00,2010-7-28 0:00:00,
6053,2010,"1",2010-7-21 0:00:00,2010-8-7 0:00:00,2010-7-21 0:00:00,2010-8-7 0:00:00,"Added on 7/20/2010 gkk"
,2010,"1",2010-7-27 0:00:00,2010-8-7 0:00:00,2010-7-27 0:00:00,2010-8-7 0:00:00,"added based on measuring data 30jul2010 gkk"
,2010,"1",2010-7-28 0:00:00,2010-8-10 0:00:00,2010-7-28 0:00:00,2010-8-10 0:00:00,"added based on review of measuring data 29jul2010"
0,2010,"1",2010-8-1 0:00:00,2010-8-5 0:00:00,2010-8-1 0:00:00,2010-8-5 0:00:00,"added 5Aug2010, found during harvest (mistakenly recorded as ""dud"" during measuring; first day estimated based on number of rows"
2933,2010,"3",2010-7-22 0:00:00,2010-8-1 0:00:00,2010-7-22 0:00:00,2010-8-1 0:00:00,"blu hd tted on 7/14/2010"
2935,2010,"2",2010-6-26 0:00:00,2010-7-9 0:00:00,2010-6-26 0:00:00,2010-7-9 0:00:00,
2936,2010,"3",2010-6-28 0:00:00,2010-7-18 0:00:00,2010-6-28 0:00:00,2010-7-18 0:00:00,
2937,2010,"2",2010-7-1 0:00:00,2010-7-13 0:00:00,2010-7-1 0:00:00,2010-7-13 0:00:00,
2938,2010,"1",2010-7-15 0:00:00,2010-8-1 0:00:00,2010-7-15 0:00:00,2010-8-1 0:00:00,
2940,2010,"1",2010-7-5 0:00:00,2010-7-24 0:00:00,2010-7-5 0:00:00,2010-7-24 0:00:00,
2956,2010,"2",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,
2979,2010,"1",2010-7-1 0:00:00,2010-7-15 0:00:00,2010-7-1 0:00:00,2010-7-15 0:00:00,
2987,2010,"1",2010-7-4 0:00:00,2010-7-16 0:00:00,2010-7-4 0:00:00,2010-7-16 0:00:00,
2989,2010,"5",2010-6-24 0:00:00,2010-7-12 0:00:00,2010-6-24 0:00:00,2010-7-12 0:00:00,"First Day estimated from 6/25/2010 note"
2992,2010,"2",2010-7-1 0:00:00,2010-7-12 0:00:00,2010-7-1 0:00:00,2010-7-12 0:00:00,
2993,2010,"3",2010-6-25 0:00:00,2010-7-7 0:00:00,2010-6-25 0:00:00,2010-7-7 0:00:00,
2999,2010,"2",2010-6-27 0:00:00,2010-7-16 0:00:00,2010-6-27 0:00:00,2010-7-16 0:00:00,
3046,2010,"1",2010-6-28 0:00:00,2010-7-9 0:00:00,2010-6-28 0:00:00,2010-7-9 0:00:00,
8849,2010,"1",2010-6-28 0:00:00,2010-7-12 0:00:00,2010-6-28 0:00:00,2010-7-12 0:00:00,
8866,2010,"1",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,
8893,2010,"1",2010-7-3 0:00:00,2010-7-13 0:00:00,2010-7-3 0:00:00,2010-7-13 0:00:00,
8901,2010,"1",2010-7-6 0:00:00,2010-7-22 0:00:00,2010-7-6 0:00:00,2010-7-22 0:00:00,
3065,2010,"1",2010-7-7 0:00:00,2010-7-18 0:00:00,2010-7-7 0:00:00,2010-7-18 0:00:00,
3067,2010,"1",2010-7-3 0:00:00,2010-7-13 0:00:00,2010-7-3 0:00:00,2010-7-13 0:00:00,
3070,2010,"3",2010-7-3 0:00:00,2010-7-19 0:00:00,2010-7-3 0:00:00,2010-7-19 0:00:00,
3071,2010,"3",2010-6-24 0:00:00,2010-7-13 0:00:00,2010-6-24 0:00:00,2010-7-13 0:00:00,
3087,2010,"2",2010-7-7 0:00:00,2010-7-21 0:00:00,2010-7-7 0:00:00,2010-7-21 0:00:00,
3114,2010,"1",2010-7-3 0:00:00,2010-7-16 0:00:00,2010-7-3 0:00:00,2010-7-16 0:00:00,
3121,2010,"2",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
3124,2010,"2",2010-6-27 0:00:00,2010-7-18 0:00:00,2010-6-27 0:00:00,2010-7-18 0:00:00,
3128,2010,"1",2010-6-29 0:00:00,2010-7-12 0:00:00,2010-6-29 0:00:00,2010-7-12 0:00:00,
3130,2010,"2",2010-7-2 0:00:00,2010-7-15 0:00:00,2010-7-2 0:00:00,2010-7-15 0:00:00,
3134,2010,"1",2010-6-30 0:00:00,2010-7-15 0:00:00,2010-6-30 0:00:00,2010-7-15 0:00:00,"951;changed from 960 to 951 gkk 28jun2010"
3135,2010,"3",2010-6-30 0:00:00,2010-7-15 0:00:00,2010-6-30 0:00:00,2010-7-15 0:00:00,"951.5; changed from 960.5 to 951.5 gkk 28jun2010"
8916,2010,"1",2010-7-4 0:00:00,2010-7-15 0:00:00,2010-7-4 0:00:00,2010-7-15 0:00:00,
8918,2010,"1",2010-7-6 0:00:00,2010-7-21 0:00:00,2010-7-6 0:00:00,2010-7-21 0:00:00,
8939,2010,"1",2010-6-24 0:00:00,2010-7-9 0:00:00,2010-6-24 0:00:00,2010-7-9 0:00:00,
8940,2010,"1",2010-6-30 0:00:00,2010-7-9 0:00:00,2010-6-30 0:00:00,2010-7-9 0:00:00,
8941,2010,"1",2010-7-5 0:00:00,2010-7-19 0:00:00,2010-7-5 0:00:00,2010-7-19 0:00:00,
8950,2010,"1",2010-7-3 0:00:00,2010-7-18 0:00:00,2010-7-3 0:00:00,2010-7-18 0:00:00,
8952,2010,"1",2010-7-6 0:00:00,2010-7-27 0:00:00,2010-7-6 0:00:00,2010-7-27 0:00:00,
8957,2010,"1",2010-7-2 0:00:00,2010-7-18 0:00:00,2010-7-2 0:00:00,2010-7-18 0:00:00,
8958,2010,"1",2010-6-27 0:00:00,2010-7-10 0:00:00,2010-6-27 0:00:00,2010-7-10 0:00:00,
8961,2010,"1",2010-7-5 0:00:00,2010-7-19 0:00:00,2010-7-5 0:00:00,2010-7-19 0:00:00,
8988,2010,"1",2010-7-3 0:00:00,2010-7-16 0:00:00,2010-7-3 0:00:00,2010-7-16 0:00:00,"changed from 888 to 898 gkk 3jul2010"
9004,2010,"1",2010-7-7 0:00:00,2010-7-27 0:00:00,2010-7-7 0:00:00,2010-7-27 0:00:00,
3196,2010,"1",2010-7-2 0:00:00,2010-7-12 0:00:00,2010-7-2 0:00:00,2010-7-12 0:00:00,
3197,2010,"2",2010-7-3 0:00:00,2010-8-1 0:00:00,2010-7-3 0:00:00,2010-8-1 0:00:00,
3198,2010,"1",2010-7-10 0:00:00,2010-7-22 0:00:00,2010-7-10 0:00:00,2010-7-22 0:00:00,
3205,2010,"1",2010-7-1 0:00:00,2010-7-15 0:00:00,2010-7-1 0:00:00,2010-7-15 0:00:00,
3209,2010,"1",2010-7-7 0:00:00,2010-7-21 0:00:00,2010-7-7 0:00:00,2010-7-21 0:00:00,
3210,2010,"1",2010-7-4 0:00:00,2010-7-19 0:00:00,2010-7-4 0:00:00,2010-7-19 0:00:00,
3237,2010,"1",2010-7-3 0:00:00,2010-7-21 0:00:00,2010-7-3 0:00:00,2010-7-21 0:00:00,
3244,2010,"1",2010-7-2 0:00:00,2010-7-15 0:00:00,2010-7-2 0:00:00,2010-7-15 0:00:00,
3249,2010,"1",2010-6-24 0:00:00,2010-7-9 0:00:00,2010-6-24 0:00:00,2010-7-9 0:00:00,"changed from 939 to 939.5 gkk 30jun2010"
3257,2010,"1",2010-6-30 0:00:00,2010-7-13 0:00:00,2010-6-30 0:00:00,2010-7-13 0:00:00,"changed from 943 to 943.5 gkk 3jul2010"
3261,2010,"2",2010-6-28 0:00:00,2010-7-13 0:00:00,2010-6-28 0:00:00,2010-7-13 0:00:00,
3264,2010,"2",2010-6-23 0:00:00,2010-7-9 0:00:00,2010-6-23 0:00:00,2010-7-9 0:00:00,
3270,2010,"1",2010-6-27 0:00:00,2010-7-12 0:00:00,2010-6-27 0:00:00,2010-7-12 0:00:00,
3273,2010,"1",2010-7-6 0:00:00,2010-7-18 0:00:00,2010-7-6 0:00:00,2010-7-18 0:00:00,
3278,2010,"1",2010-6-27 0:00:00,2010-7-9 0:00:00,2010-6-27 0:00:00,2010-7-9 0:00:00,
3324,2010,"1",2010-7-7 0:00:00,2010-7-21 0:00:00,2010-7-7 0:00:00,2010-7-21 0:00:00,
9029,2010,"2",2010-7-4 0:00:00,2010-7-21 0:00:00,2010-7-4 0:00:00,2010-7-21 0:00:00,
9030,2010,"1",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,"first day estimated based on 7jul data gkk"
9031,2010,"1",2010-7-2 0:00:00,2010-7-10 0:00:00,2010-7-2 0:00:00,2010-7-10 0:00:00,
9033,2010,"1",2010-7-5 0:00:00,2010-7-16 0:00:00,2010-7-5 0:00:00,2010-7-16 0:00:00,"First day estimated based on jul7 data gkk"
9038,2010,"2",2010-7-3 0:00:00,2010-7-22 0:00:00,2010-7-3 0:00:00,2010-7-22 0:00:00,
9065,2010,"1",2010-7-1 0:00:00,2010-7-10 0:00:00,2010-7-1 0:00:00,2010-7-10 0:00:00,
4636,2010,"1",2010-7-1 0:00:00,2010-7-15 0:00:00,2010-7-1 0:00:00,2010-7-15 0:00:00,
3336,2010,"1",2010-6-26 0:00:00,2010-7-9 0:00:00,2010-6-26 0:00:00,2010-7-9 0:00:00,
3345,2010,"2",2010-7-5 0:00:00,2010-8-1 0:00:00,2010-7-5 0:00:00,2010-8-1 0:00:00,
3346,2010,"2",2010-7-7 0:00:00,2010-7-22 0:00:00,2010-7-7 0:00:00,2010-7-22 0:00:00,
3352,2010,"1",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
3353,2010,"4",2010-6-23 0:00:00,2010-7-18 0:00:00,2010-6-23 0:00:00,2010-7-18 0:00:00,
3354,2010,"1",2010-7-10 0:00:00,2010-7-21 0:00:00,2010-7-10 0:00:00,2010-7-21 0:00:00,
3357,2010,"1",2010-7-9 0:00:00,2010-7-12 0:00:00,2010-7-9 0:00:00,2010-7-12 0:00:00,
3375,2010,"1",2010-7-1 0:00:00,2010-7-16 0:00:00,2010-7-1 0:00:00,2010-7-16 0:00:00,
3379,2010,"4",2010-7-3 0:00:00,2010-7-21 0:00:00,2010-7-3 0:00:00,2010-7-21 0:00:00,
3382,2010,"1",2010-7-4 0:00:00,2010-7-13 0:00:00,2010-7-4 0:00:00,2010-7-13 0:00:00,
3385,2010,"1",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
3408,2010,"2",2010-7-1 0:00:00,2010-7-16 0:00:00,2010-7-1 0:00:00,2010-7-16 0:00:00,
4647,2010,"1",2010-7-2 0:00:00,2010-7-18 0:00:00,2010-7-2 0:00:00,2010-7-18 0:00:00,
4658,2010,"1",2010-7-3 0:00:00,2010-7-12 0:00:00,2010-7-3 0:00:00,2010-7-12 0:00:00,
4661,2010,"1",2010-7-11 0:00:00,2010-7-23 0:00:00,2010-7-11 0:00:00,2010-7-23 0:00:00,
4664,2010,"6",2010-7-4 0:00:00,2010-7-24 0:00:00,2010-7-4 0:00:00,2010-7-24 0:00:00,
4676,2010,"1",2010-6-29 0:00:00,2010-7-13 0:00:00,2010-6-29 0:00:00,2010-7-13 0:00:00,
4692,2010,"1",2010-7-4 0:00:00,2010-7-18 0:00:00,2010-7-4 0:00:00,2010-7-18 0:00:00,
4693,2010,"1",2010-7-5 0:00:00,2010-7-15 0:00:00,2010-7-5 0:00:00,2010-7-15 0:00:00,
4719,2010,"2",2010-7-6 0:00:00,2010-7-24 0:00:00,2010-7-6 0:00:00,2010-7-24 0:00:00,
4730,2010,"2",2010-7-7 0:00:00,2010-7-22 0:00:00,2010-7-7 0:00:00,2010-7-22 0:00:00,
4745,2010,"1",2010-7-1 0:00:00,2010-7-13 0:00:00,2010-7-1 0:00:00,2010-7-13 0:00:00,
1239,2010,"2",2010-6-27 0:00:00,2010-7-12 0:00:00,2010-7-18 0:00:00,2010-8-6 0:00:00,"red added 7/16/2010; gap in flowering"
1246,2010,"1",2010-7-1 0:00:00,2010-7-10 0:00:00,2010-7-1 0:00:00,2010-7-10 0:00:00,
183,2010,"1",2010-7-2 0:00:00,2010-7-9 0:00:00,2010-7-2 0:00:00,2010-7-9 0:00:00,"Stem snaped"
1169,2010,"2",2010-7-2 0:00:00,2010-7-19 0:00:00,2010-7-2 0:00:00,2010-7-19 0:00:00,
4769,2010,"1",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,
4773,2010,"1",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,
4777,2010,"1",2010-6-27 0:00:00,2010-7-9 0:00:00,2010-6-27 0:00:00,2010-7-9 0:00:00,
4778,2010,"1",2010-7-4 0:00:00,2010-7-16 0:00:00,2010-7-4 0:00:00,2010-7-16 0:00:00,
4781,2010,"1",2010-6-29 0:00:00,2010-7-12 0:00:00,2010-6-29 0:00:00,2010-7-12 0:00:00,
4795,2010,"1",2010-7-6 0:00:00,2010-7-21 0:00:00,2010-7-6 0:00:00,2010-7-21 0:00:00,
4821,2010,"1",2010-7-6 0:00:00,2010-7-15 0:00:00,2010-7-6 0:00:00,2010-7-15 0:00:00,
4834,2010,"5",2010-6-24 0:00:00,2010-7-22 0:00:00,2010-6-24 0:00:00,2010-7-22 0:00:00,
4839,2010,"1",2010-7-7 0:00:00,2010-7-28 0:00:00,2010-7-7 0:00:00,2010-7-28 0:00:00,
4844,2010,"1",2010-7-1 0:00:00,2010-7-15 0:00:00,2010-7-1 0:00:00,2010-7-15 0:00:00,
4863,2010,"1",2010-7-3 0:00:00,2010-7-12 0:00:00,2010-7-3 0:00:00,2010-7-12 0:00:00,
1253,2010,"1",2010-6-29 0:00:00,2010-7-9 0:00:00,2010-6-29 0:00:00,2010-7-9 0:00:00,
213,2010,"1",2010-7-4 0:00:00,2010-7-16 0:00:00,2010-7-4 0:00:00,2010-7-16 0:00:00,
1167,2010,"1",2010-7-9 0:00:00,2010-7-22 0:00:00,2010-7-9 0:00:00,2010-7-22 0:00:00,
4890,2010,"1",2010-7-1 0:00:00,2010-7-15 0:00:00,2010-7-1 0:00:00,2010-7-15 0:00:00,
4892,2010,"2",2010-7-1 0:00:00,2010-7-22 0:00:00,2010-7-1 0:00:00,2010-7-22 0:00:00,
4894,2010,"1",2010-6-29 0:00:00,2010-7-12 0:00:00,2010-6-29 0:00:00,2010-7-12 0:00:00,
4895,2010,"3",2010-7-1 0:00:00,2010-7-21 0:00:00,2010-7-1 0:00:00,2010-7-21 0:00:00,
4903,2010,"1",2010-7-3 0:00:00,2010-7-12 0:00:00,2010-7-3 0:00:00,2010-7-12 0:00:00,
4904,2010,"1",2010-7-5 0:00:00,2010-7-19 0:00:00,2010-7-5 0:00:00,2010-7-19 0:00:00,
4913,2010,"1",2010-7-4 0:00:00,2010-7-15 0:00:00,2010-7-4 0:00:00,2010-7-15 0:00:00,
4999,2010,"1",2010-7-6 0:00:00,2010-7-24 0:00:00,2010-7-6 0:00:00,2010-7-24 0:00:00,
238,2010,"4",2010-6-30 0:00:00,2010-7-13 0:00:00,2010-6-30 0:00:00,2010-7-13 0:00:00,
225,2010,"2",2010-7-5 0:00:00,2010-7-22 0:00:00,2010-7-5 0:00:00,2010-7-22 0:00:00,
222,2010,"4",2010-6-26 0:00:00,2010-7-16 0:00:00,2010-6-26 0:00:00,2010-7-16 0:00:00,
5012,2010,"1",2010-7-7 0:00:00,2010-7-19 0:00:00,2010-7-7 0:00:00,2010-7-19 0:00:00,
5026,2010,"1",2010-7-12 0:00:00,2010-7-25 0:00:00,2010-7-12 0:00:00,2010-7-25 0:00:00,
5031,2010,"1",2010-7-1 0:00:00,2010-7-15 0:00:00,2010-7-1 0:00:00,2010-7-15 0:00:00,
5075,2010,"1",2010-7-7 0:00:00,2010-7-22 0:00:00,2010-7-7 0:00:00,2010-7-22 0:00:00,
22,2010,"2",2010-6-27 0:00:00,2010-7-16 0:00:00,2010-6-27 0:00:00,2010-7-16 0:00:00,
18,2010,"3",2010-6-27 0:00:00,2010-7-12 0:00:00,2010-6-27 0:00:00,2010-7-12 0:00:00,
15,2010,"2",2010-6-29 0:00:00,2010-7-12 0:00:00,2010-6-29 0:00:00,2010-7-12 0:00:00,
12,2010,"1",2010-7-6 0:00:00,2010-7-15 0:00:00,2010-7-6 0:00:00,2010-7-15 0:00:00,
1,2010,"1",2010-7-12 0:00:00,2010-7-24 0:00:00,2010-7-12 0:00:00,2010-7-24 0:00:00,
1022,2010,"1",2010-7-4 0:00:00,2010-7-15 0:00:00,2010-7-4 0:00:00,2010-7-15 0:00:00,
5140,2010,"1",2010-7-3 0:00:00,2010-7-16 0:00:00,2010-7-3 0:00:00,2010-7-16 0:00:00,
5164,2010,"2",2010-7-4 0:00:00,2010-7-18 0:00:00,2010-7-4 0:00:00,2010-7-18 0:00:00,
263,2010,"3",2010-6-25 0:00:00,2010-7-6 0:00:00,2010-6-25 0:00:00,2010-7-6 0:00:00,
262,2010,"1",2010-7-4 0:00:00,2010-7-13 0:00:00,2010-7-4 0:00:00,2010-7-13 0:00:00,
253,2010,"1",2010-7-4 0:00:00,2010-7-18 0:00:00,2010-7-4 0:00:00,2010-7-18 0:00:00,
1113,2010,"2",2010-6-30 0:00:00,2010-7-10 0:00:00,2010-6-30 0:00:00,2010-7-10 0:00:00,
5250,2010,"1",2010-7-9 0:00:00,2010-7-22 0:00:00,2010-7-9 0:00:00,2010-7-22 0:00:00,
5284,2010,"1",2010-7-8 0:00:00,2010-7-21 0:00:00,2010-7-8 0:00:00,2010-7-21 0:00:00,
5312,2010,"1",2010-7-3 0:00:00,2010-7-13 0:00:00,2010-7-3 0:00:00,2010-7-13 0:00:00,"pos updated from 893 to 893.5"
5342,2010,"1",2010-7-5 0:00:00,2010-7-19 0:00:00,2010-7-5 0:00:00,2010-7-19 0:00:00,"pos updated from 908 to 908.5"
292,2010,"3",2010-6-28 0:00:00,2010-7-24 0:00:00,2010-6-28 0:00:00,2010-7-24 0:00:00,"This plant has a very small 3rd head"
285,2010,"1",2010-7-1 0:00:00,2010-7-9 0:00:00,2010-7-1 0:00:00,2010-7-9 0:00:00,
282,2010,"1",2010-7-3 0:00:00,2010-7-18 0:00:00,2010-7-3 0:00:00,2010-7-18 0:00:00,
281,2010,"2",2010-7-1 0:00:00,2010-7-12 0:00:00,2010-7-1 0:00:00,2010-7-12 0:00:00,
278,2010,"1",2010-6-27 0:00:00,2010-7-10 0:00:00,2010-6-27 0:00:00,2010-7-10 0:00:00,
277,2010,"2",2010-7-2 0:00:00,2010-7-18 0:00:00,2010-7-2 0:00:00,2010-7-18 0:00:00,"Crisp; end date questionable"
276,2010,"1",2010-7-5 0:00:00,2010-7-19 0:00:00,2010-7-5 0:00:00,2010-7-19 0:00:00,
5368,2010,"1",2010-7-3 0:00:00,2010-7-18 0:00:00,2010-7-3 0:00:00,2010-7-18 0:00:00,
5385,2010,"1",2010-7-6 0:00:00,2010-7-18 0:00:00,2010-7-6 0:00:00,2010-7-18 0:00:00,
5391,2010,"1",2010-7-2 0:00:00,2010-7-16 0:00:00,2010-7-2 0:00:00,2010-7-16 0:00:00,
5407,2010,"1",2010-7-2 0:00:00,2010-7-13 0:00:00,2010-7-2 0:00:00,2010-7-13 0:00:00,
5409,2010,"1",2010-7-5 0:00:00,2010-7-16 0:00:00,2010-7-5 0:00:00,2010-7-16 0:00:00,
5414,2010,"1",2010-7-2 0:00:00,2010-7-12 0:00:00,2010-7-2 0:00:00,2010-7-12 0:00:00,
5427,2010,"1",2010-7-4 0:00:00,2010-7-16 0:00:00,2010-7-4 0:00:00,2010-7-16 0:00:00,
5456,2010,"1",2010-6-27 0:00:00,2010-7-12 0:00:00,2010-6-27 0:00:00,2010-7-12 0:00:00,
5463,2010,"1",2010-7-7 0:00:00,2010-7-24 0:00:00,2010-7-7 0:00:00,2010-7-24 0:00:00,
312,2010,"5",2010-6-23 0:00:00,2010-7-12 0:00:00,2010-6-23 0:00:00,2010-7-12 0:00:00,
310,2010,"1",2010-7-3 0:00:00,2010-7-13 0:00:00,2010-7-3 0:00:00,2010-7-13 0:00:00,
297,2010,"2",2010-7-4 0:00:00,2010-7-18 0:00:00,2010-7-4 0:00:00,2010-7-18 0:00:00,
1187,2010,"2",2010-7-1 0:00:00,2010-7-12 0:00:00,2010-7-1 0:00:00,2010-7-12 0:00:00,
815,2010,"1",2010-7-4 0:00:00,2010-7-18 0:00:00,2010-7-4 0:00:00,2010-7-18 0:00:00,
323,2010,"2",2010-6-25 0:00:00,2010-7-9 0:00:00,2010-6-25 0:00:00,2010-7-9 0:00:00,
322,2010,"3",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,"red head removed based on 16jul Note;first day estimated based on 7jul data gkk"
1191,2010,"1",2010-7-2 0:00:00,2010-7-13 0:00:00,2010-7-2 0:00:00,2010-7-13 0:00:00,
5504,2010,"1",2010-7-9 0:00:00,2010-7-22 0:00:00,2010-7-9 0:00:00,2010-7-22 0:00:00,
5505,2010,"1",2010-7-6 0:00:00,2010-7-24 0:00:00,2010-7-6 0:00:00,2010-7-24 0:00:00,
5525,2010,"1",2010-7-3 0:00:00,2010-7-18 0:00:00,2010-7-3 0:00:00,2010-7-18 0:00:00,
5540,2010,"1",2010-7-6 0:00:00,2010-7-22 0:00:00,2010-7-6 0:00:00,2010-7-22 0:00:00,
5558,2010,"1",2010-7-12 0:00:00,2010-7-19 0:00:00,2010-7-12 0:00:00,2010-7-19 0:00:00,
5560,2010,"1",2010-7-8 0:00:00,2010-7-24 0:00:00,2010-7-8 0:00:00,2010-7-24 0:00:00,
5576,2010,"1",2010-7-7 0:00:00,2010-7-21 0:00:00,2010-7-7 0:00:00,2010-7-21 0:00:00,
5587,2010,"1",2010-7-6 0:00:00,2010-7-18 0:00:00,2010-7-6 0:00:00,2010-7-18 0:00:00,
332,2010,"3",2010-6-28 0:00:00,2010-7-12 0:00:00,2010-6-28 0:00:00,2010-7-12 0:00:00,
330,2010,"1",2010-6-30 0:00:00,2010-7-12 0:00:00,2010-6-30 0:00:00,2010-7-12 0:00:00,
328,2010,"1",2010-6-27 0:00:00,2010-7-9 0:00:00,2010-6-27 0:00:00,2010-7-9 0:00:00,
326,2010,"2",2010-7-5 0:00:00,2010-7-21 0:00:00,2010-7-5 0:00:00,2010-7-21 0:00:00,"first day estimated based on 7jul data gkk"
